Dataset,Sample Method,Preprocessing,Learner,Recall,Precision,Accuracy,F1 Score
Turma 1,Random 20 80,ANOVA Top 10,Random Forest,0.28571,0.72727,0.74444,0.41026
Turma 1,Random 20 80,ANOVA Top 10,Tree,0.32143,0.81818,0.76667,0.46154
Turma 1,Random 20 80,ANOVA Top 10,kNN,0.0,0.0,0.65556,0.0
Turma 1,Random 20 80,ANOVA Top 10,Naive Bayes,0.82143,0.575,0.75556,0.67647
Turma 1,Random 20 80,ANOVA Top 10,SVM,0.14286,0.44444,0.67778,0.21622
Turma 1,Random 20 80,ANOVA Top 10,Gradient Boosting,0.42857,0.8,0.78889,0.55814
Turma 1,Random 20 80,ANOVA Top 10,AdaBoost,0.53571,0.9375,0.84444,0.68182
Turma 1,Random 20 80,ANOVA Top 10,Logistic Regression,0.53571,0.83333,0.82222,0.65217
Turma 1,Random 20 80,Gain ratio Top 10,Neural Network,0.53571,0.65217,0.76667,0.58824
Turma 1,Random 20 80,Gain ratio Top 10,Random Forest,0.39286,0.91667,0.8,0.55
Turma 1,Random 20 80,Gain ratio Top 10,Tree,0.64286,0.81818,0.84444,0.72
Turma 1,Random 20 80,Gain ratio Top 10,kNN,0.28571,0.53333,0.7,0.37209
Turma 1,Random 20 80,Gain ratio Top 10,Naive Bayes,0.92857,0.57778,0.76667,0.71233
Turma 1,Random 20 80,Gain ratio Top 10,SVM,0.10714,1.0,0.72222,0.19355
Turma 1,Random 20 80,Gain ratio Top 10,Gradient Boosting,0.60714,0.80952,0.83333,0.69388
Turma 1,Random 20 80,Gain ratio Top 10,AdaBoost,0.5,0.77778,0.8,0.6087
Turma 1,Random 20 80,Gain ratio Top 10,Logistic Regression,0.57143,0.61538,0.75556,0.59259
Turma 1,Random 20 80,Info gain Top 10,Neural Network,0.57143,0.66667,0.77778,0.61538
Turma 1,Random 20 80,Info gain Top 10,Random Forest,0.53571,0.9375,0.84444,0.68182
Turma 1,Random 20 80,Info gain Top 10,Tree,0.5,0.73684,0.78889,0.59574
Turma 1,Random 20 80,Info gain Top 10,kNN,0.28571,0.53333,0.7,0.37209
Turma 1,Random 20 80,Info gain Top 10,Naive Bayes,0.92857,0.57778,0.76667,0.71233
Turma 1,Random 20 80,Info gain Top 10,SVM,0.10714,1.0,0.72222,0.19355
Turma 1,Random 20 80,Info gain Top 10,Gradient Boosting,0.60714,0.77273,0.82222,0.68
Turma 1,Random 20 80,Info gain Top 10,AdaBoost,0.57143,0.72727,0.8,0.64
Turma 1,Random 20 80,Info gain Top 10,Logistic Regression,0.57143,0.61538,0.75556,0.59259
Turma 1,10 Fold,Info gain Top 10,Neural Network,0.5,0.55556,0.78049,0.52632
Turma 1,10 Fold,Info gain Top 10,Random Forest,0.5,0.71429,0.82927,0.58824
Turma 1,10 Fold,Info gain Top 10,Tree,0.9,0.81818,0.92683,0.85714
Turma 1,10 Fold,Info gain Top 10,kNN,0.4,0.36364,0.68293,0.38095
Turma 1,10 Fold,Info gain Top 10,Naive Bayes,0.9,0.47368,0.73171,0.62069
Turma 1,10 Fold,Info gain Top 10,SVM,0.0,0.0,0.70732,0.0
Turma 1,10 Fold,Info gain Top 10,Gradient Boosting,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,Info gain Top 10,AdaBoost,0.6,0.6,0.80488,0.6
Turma 1,10 Fold,Info gain Top 10,Logistic Regression,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,Gain ratio Top 10,Neural Network,0.5,0.55556,0.78049,0.52632
Turma 1,10 Fold,Gain ratio Top 10,Random Forest,0.4,0.8,0.82927,0.53333
Turma 1,10 Fold,Gain ratio Top 10,Tree,0.9,0.81818,0.92683,0.85714
Turma 1,10 Fold,Gain ratio Top 10,kNN,0.4,0.36364,0.68293,0.38095
Turma 1,10 Fold,Gain ratio Top 10,Naive Bayes,0.9,0.47368,0.73171,0.62069
Turma 1,10 Fold,Gain ratio Top 10,SVM,0.0,0.0,0.70732,0.0
Turma 1,10 Fold,Gain ratio Top 10,Gradient Boosting,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,Gain ratio Top 10,AdaBoost,0.6,0.6,0.80488,0.6
Turma 1,10 Fold,Gain ratio Top 10,Logistic Regression,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,ANOVA Top 10,Neural Network,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,ANOVA Top 10,Random Forest,0.5,0.625,0.80488,0.55556
Turma 1,10 Fold,ANOVA Top 10,Tree,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,ANOVA Top 10,kNN,0.0,0.0,0.63415,0.0
Turma 1,10 Fold,ANOVA Top 10,Naive Bayes,0.8,0.44444,0.70732,0.57143
Turma 1,10 Fold,ANOVA Top 10,SVM,0.1,0.25,0.70732,0.14286
Turma 1,10 Fold,ANOVA Top 10,Gradient Boosting,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,ANOVA Top 10,AdaBoost,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,ANOVA Top 10,Logistic Regression,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,Chi2 Top 10,Neural Network,0.7,0.875,0.90244,0.77778
Turma 1,10 Fold,Chi2 Top 10,Random Forest,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,Chi2 Top 10,Tree,0.4,0.57143,0.78049,0.47059
Turma 1,10 Fold,Chi2 Top 10,kNN,0.1,0.2,0.68293,0.13333
Turma 1,10 Fold,Chi2 Top 10,Naive Bayes,0.8,0.42105,0.68293,0.55172
Turma 1,10 Fold,Chi2 Top 10,SVM,0.1,0.5,0.7561,0.16667
Turma 1,10 Fold,Chi2 Top 10,Gradient Boosting,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Chi2 Top 10,AdaBoost,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Chi2 Top 10,Logistic Regression,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Chi2 Top 5,Neural Network,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Chi2 Top 5,Random Forest,0.5,0.625,0.80488,0.55556
Turma 1,10 Fold,Chi2 Top 5,Tree,0.4,0.57143,0.78049,0.47059
Turma 1,10 Fold,Chi2 Top 5,kNN,0.1,0.25,0.70732,0.14286
Turma 1,10 Fold,Chi2 Top 5,Naive Bayes,0.8,0.44444,0.70732,0.57143
Turma 1,10 Fold,Chi2 Top 5,SVM,0.2,0.33333,0.70732,0.25
Turma 1,10 Fold,Chi2 Top 5,Gradient Boosting,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,Chi2 Top 5,AdaBoost,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Chi2 Top 5,Logistic Regression,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,ANOVA Top 5,Neural Network,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,ANOVA Top 5,Random Forest,0.3,0.5,0.7561,0.375
Turma 1,10 Fold,ANOVA Top 5,Tree,0.7,0.875,0.90244,0.77778
Turma 1,10 Fold,ANOVA Top 5,kNN,0.1,0.2,0.68293,0.13333
Turma 1,10 Fold,ANOVA Top 5,Naive Bayes,0.7,0.41176,0.68293,0.51852
Turma 1,10 Fold,ANOVA Top 5,SVM,0.1,0.2,0.68293,0.13333
Turma 1,10 Fold,ANOVA Top 5,Gradient Boosting,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,ANOVA Top 5,AdaBoost,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,ANOVA Top 5,Logistic Regression,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,Gain ratio Top 5,Neural Network,0.5,0.41667,0.70732,0.45455
Turma 1,10 Fold,Gain ratio Top 5,Random Forest,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,Gain ratio Top 5,Tree,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Gain ratio Top 5,kNN,0.2,0.4,0.73171,0.26667
Turma 1,10 Fold,Gain ratio Top 5,Naive Bayes,0.9,0.45,0.70732,0.6
Turma 1,10 Fold,Gain ratio Top 5,SVM,0.3,0.42857,0.73171,0.35294
Turma 1,10 Fold,Gain ratio Top 5,Gradient Boosting,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,Gain ratio Top 5,AdaBoost,0.6,0.54545,0.78049,0.57143
Turma 1,10 Fold,Gain ratio Top 5,Logistic Regression,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,Info gain Top 5,Neural Network,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Info gain Top 5,Random Forest,0.7,0.875,0.90244,0.77778
Turma 1,10 Fold,Info gain Top 5,Tree,0.9,0.81818,0.92683,0.85714
Turma 1,10 Fold,Info gain Top 5,kNN,0.3,0.33333,0.68293,0.31579
Turma 1,10 Fold,Info gain Top 5,Naive Bayes,0.8,0.47059,0.73171,0.59259
Turma 1,10 Fold,Info gain Top 5,SVM,0.3,0.75,0.80488,0.42857
Turma 1,10 Fold,Info gain Top 5,Gradient Boosting,0.6,0.5,0.7561,0.54545
Turma 1,10 Fold,Info gain Top 5,AdaBoost,0.6,0.54545,0.78049,0.57143
Turma 1,10 Fold,Info gain Top 5,Logistic Regression,0.7,1.0,0.92683,0.82353
Turma 1,10 Fold,None,Neural Network,0.5,0.625,0.80488,0.55556
Turma 1,10 Fold,None,Random Forest,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,None,Tree,0.8,0.8,0.90244,0.8
Turma 1,10 Fold,None,kNN,0.4,0.36364,0.68293,0.38095
Turma 1,10 Fold,None,Naive Bayes,0.9,0.47368,0.73171,0.62069
Turma 1,10 Fold,None,SVM,0.3,0.75,0.80488,0.42857
Turma 1,10 Fold,None,Gradient Boosting,0.5,0.71429,0.82927,0.58824
Turma 1,10 Fold,None,AdaBoost,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,None,Logistic Regression,0.6,0.66667,0.82927,0.63158
Turma 2,Random 20 80,None,Neural Network,0.84722,0.95312,0.92222,0.89706
Turma 2,Random 20 80,None,Random Forest,0.875,0.91304,0.91667,0.89362
Turma 2,Random 20 80,None,Tree,0.83333,0.88235,0.88889,0.85714
Turma 2,Random 20 80,None,kNN,0.88889,0.87671,0.90556,0.88276
Turma 2,Random 20 80,None,Naive Bayes,0.88889,0.87671,0.90556,0.88276
Turma 2,Random 20 80,None,SVM,0.83333,0.89552,0.89444,0.86331
Turma 2,Random 20 80,None,Gradient Boosting,0.80556,0.89231,0.88333,0.84672
Turma 2,Random 20 80,None,AdaBoost,0.875,0.92647,0.92222,0.9
Turma 2,Random 20 80,None,Logistic Regression,0.84722,0.96825,0.92778,0.9037
Turma 2,Random 20 80,Info gain Top 10,Neural Network,0.84722,0.98387,0.93333,0.91045
Turma 2,Random 20 80,Info gain Top 10,Random Forest,0.875,0.91304,0.91667,0.89362
Turma 2,Random 20 80,Info gain Top 10,Tree,0.83333,0.88235,0.88889,0.85714
Turma 2,Random 20 80,Info gain Top 10,kNN,0.88889,0.87671,0.90556,0.88276
Turma 2,Random 20 80,Info gain Top 10,Naive Bayes,0.88889,0.88889,0.91111,0.88889
Turma 2,Random 20 80,Info gain Top 10,SVM,0.86111,0.88571,0.9,0.87324
Turma 2,Random 20 80,Info gain Top 10,Gradient Boosting,0.79167,0.89062,0.87778,0.83824
Turma 2,Random 20 80,Info gain Top 10,AdaBoost,0.84722,0.92424,0.91111,0.88406
Turma 2,Random 20 80,Info gain Top 10,Logistic Regression,0.84722,0.96825,0.92778,0.9037
Turma 2,Random 20 80,Gain ratio Top 10,Neural Network,0.84722,0.98387,0.93333,0.91045
Turma 2,Random 20 80,Gain ratio Top 10,Random Forest,0.86111,0.89855,0.90556,0.87943
Turma 2,Random 20 80,Gain ratio Top 10,Tree,0.83333,0.86957,0.88333,0.85106
Turma 2,Random 20 80,Gain ratio Top 10,kNN,0.88889,0.87671,0.90556,0.88276
Turma 2,Random 20 80,Gain ratio Top 10,Naive Bayes,0.91667,0.88,0.91667,0.89796
Turma 2,Random 20 80,Gain ratio Top 10,SVM,0.86111,0.87324,0.89444,0.86713
Turma 2,Random 20 80,Gain ratio Top 10,Gradient Boosting,0.79167,0.89062,0.87778,0.83824
Turma 2,Random 20 80,Gain ratio Top 10,AdaBoost,0.875,0.92647,0.92222,0.9
Turma 2,Random 20 80,Gain ratio Top 10,Logistic Regression,0.84722,0.96825,0.92778,0.9037
Turma 2,Random 20 80,ANOVA Top 10,Neural Network,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,ANOVA Top 10,Random Forest,0.88889,0.85333,0.89444,0.87075
Turma 2,Random 20 80,ANOVA Top 10,Tree,0.80556,0.82857,0.85556,0.8169
Turma 2,Random 20 80,ANOVA Top 10,kNN,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,ANOVA Top 10,Naive Bayes,0.80556,0.87879,0.87778,0.84058
Turma 2,Random 20 80,ANOVA Top 10,SVM,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,ANOVA Top 10,Gradient Boosting,0.875,0.85135,0.88889,0.86301
Turma 2,Random 20 80,ANOVA Top 10,AdaBoost,0.76389,0.84615,0.85,0.80292
Turma 2,Random 20 80,ANOVA Top 10,Logistic Regression,0.83333,0.85714,0.87778,0.84507
Turma 2,Random 20 80,Chi2 Top 10,Neural Network,0.88889,0.88889,0.91111,0.88889
Turma 2,Random 20 80,Chi2 Top 10,Random Forest,0.88889,0.86486,0.9,0.87671
Turma 2,Random 20 80,Chi2 Top 10,Tree,0.83333,0.84507,0.87222,0.83916
Turma 2,Random 20 80,Chi2 Top 10,kNN,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Chi2 Top 10,Naive Bayes,0.80556,0.87879,0.87778,0.84058
Turma 2,Random 20 80,Chi2 Top 10,SVM,0.88889,0.87671,0.90556,0.88276
Turma 2,Random 20 80,Chi2 Top 10,Gradient Boosting,0.84722,0.87143,0.88889,0.85915
Turma 2,Random 20 80,Chi2 Top 10,AdaBoost,0.79167,0.85075,0.86111,0.82014
Turma 2,Random 20 80,Chi2 Top 10,Logistic Regression,0.83333,0.88235,0.88889,0.85714
Turma 2,Random 20 80,Chi2 Top 5,Neural Network,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Chi2 Top 5,Random Forest,0.90278,0.87838,0.91111,0.89041
Turma 2,Random 20 80,Chi2 Top 5,Tree,0.83333,0.84507,0.87222,0.83916
Turma 2,Random 20 80,Chi2 Top 5,kNN,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Chi2 Top 5,Naive Bayes,0.80556,0.85294,0.86667,0.82857
Turma 2,Random 20 80,Chi2 Top 5,SVM,0.83333,0.88235,0.88889,0.85714
Turma 2,Random 20 80,Chi2 Top 5,Gradient Boosting,0.86111,0.84932,0.88333,0.85517
Turma 2,Random 20 80,Chi2 Top 5,AdaBoost,0.79167,0.83824,0.85556,0.81429
Turma 2,Random 20 80,Chi2 Top 5,Logistic Regression,0.84722,0.85915,0.88333,0.85315
Turma 2,Random 20 80,ANOVA Top 5,Neural Network,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,ANOVA Top 5,Random Forest,0.875,0.86301,0.89444,0.86897
Turma 2,Random 20 80,ANOVA Top 5,Tree,0.80556,0.84058,0.86111,0.8227
Turma 2,Random 20 80,ANOVA Top 5,kNN,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,ANOVA Top 5,Naive Bayes,0.80556,0.85294,0.86667,0.82857
Turma 2,Random 20 80,ANOVA Top 5,SVM,0.84722,0.88406,0.89444,0.86525
Turma 2,Random 20 80,ANOVA Top 5,Gradient Boosting,0.86111,0.84932,0.88333,0.85517
Turma 2,Random 20 80,ANOVA Top 5,AdaBoost,0.76389,0.84615,0.85,0.80292
Turma 2,Random 20 80,ANOVA Top 5,Logistic Regression,0.84722,0.85915,0.88333,0.85315
Turma 2,Random 20 80,Gain ratio Top 5,Neural Network,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Gain ratio Top 5,Random Forest,0.90278,0.85526,0.9,0.87838
Turma 2,Random 20 80,Gain ratio Top 5,Tree,0.86111,0.84932,0.88333,0.85517
Turma 2,Random 20 80,Gain ratio Top 5,kNN,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Gain ratio Top 5,Naive Bayes,0.91667,0.83544,0.89444,0.87417
Turma 2,Random 20 80,Gain ratio Top 5,SVM,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Gain ratio Top 5,Gradient Boosting,0.90278,0.85526,0.9,0.87838
Turma 2,Random 20 80,Gain ratio Top 5,AdaBoost,0.875,0.85135,0.88889,0.86301
Turma 2,Random 20 80,Gain ratio Top 5,Logistic Regression,0.88889,0.86486,0.9,0.87671
Turma 2,Random 20 80,Info gain Top 5,Neural Network,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Info gain Top 5,Random Forest,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Info gain Top 5,Tree,0.875,0.85135,0.88889,0.86301
Turma 2,Random 20 80,Info gain Top 5,kNN,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Info gain Top 5,Naive Bayes,0.81944,0.8806,0.88333,0.84892
Turma 2,Random 20 80,Info gain Top 5,SVM,0.90278,0.86667,0.90556,0.88435
Turma 2,Random 20 80,Info gain Top 5,Gradient Boosting,0.90278,0.85526,0.9,0.87838
Turma 2,Random 20 80,Info gain Top 5,AdaBoost,0.84722,0.84722,0.87778,0.84722
Turma 2,Random 20 80,Info gain Top 5,Logistic Regression,0.84722,0.85915,0.88333,0.85315
Turma 2,10 Fold,Info gain Top 10,Neural Network,0.875,0.93333,0.93023,0.90323
Turma 2,10 Fold,Info gain Top 10,Random Forest,0.78125,0.89286,0.88372,0.83333
Turma 2,10 Fold,Info gain Top 10,Tree,0.875,0.875,0.90698,0.875
Turma 2,10 Fold,Info gain Top 10,kNN,0.90625,0.87879,0.9186,0.89231
Turma 2,10 Fold,Info gain Top 10,Naive Bayes,0.9375,0.85714,0.9186,0.89552
Turma 2,10 Fold,Info gain Top 10,SVM,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Info gain Top 10,Gradient Boosting,0.84375,0.9,0.90698,0.87097
Turma 2,10 Fold,Info gain Top 10,AdaBoost,0.875,0.90323,0.9186,0.88889
Turma 2,10 Fold,Info gain Top 10,Logistic Regression,0.90625,0.90625,0.93023,0.90625
Turma 2,10 Fold,Gain ratio Top 10,Neural Network,0.875,0.93333,0.93023,0.90323
Turma 2,10 Fold,Gain ratio Top 10,Random Forest,0.78125,0.86207,0.87209,0.81967
Turma 2,10 Fold,Gain ratio Top 10,Tree,0.875,0.875,0.90698,0.875
Turma 2,10 Fold,Gain ratio Top 10,kNN,0.90625,0.87879,0.9186,0.89231
Turma 2,10 Fold,Gain ratio Top 10,Naive Bayes,0.9375,0.85714,0.9186,0.89552
Turma 2,10 Fold,Gain ratio Top 10,SVM,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Gain ratio Top 10,Gradient Boosting,0.84375,0.9,0.90698,0.87097
Turma 2,10 Fold,Gain ratio Top 10,AdaBoost,0.875,0.90323,0.9186,0.88889
Turma 2,10 Fold,Gain ratio Top 10,Logistic Regression,0.90625,0.90625,0.93023,0.90625
Turma 2,10 Fold,ANOVA Top 10,Neural Network,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,ANOVA Top 10,Random Forest,0.8125,0.83871,0.87209,0.8254
Turma 2,10 Fold,ANOVA Top 10,Tree,0.71875,0.7931,0.82558,0.7541
Turma 2,10 Fold,ANOVA Top 10,kNN,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,ANOVA Top 10,Naive Bayes,0.8125,0.86667,0.88372,0.83871
Turma 2,10 Fold,ANOVA Top 10,SVM,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,ANOVA Top 10,Gradient Boosting,0.78125,0.83333,0.86047,0.80645
Turma 2,10 Fold,ANOVA Top 10,AdaBoost,0.6875,0.81481,0.82558,0.74576
Turma 2,10 Fold,ANOVA Top 10,Logistic Regression,0.875,0.84848,0.89535,0.86154
Turma 2,10 Fold,Chi2 Top 10,Neural Network,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Chi2 Top 10,Random Forest,0.8125,0.86667,0.88372,0.83871
Turma 2,10 Fold,Chi2 Top 10,Tree,0.71875,0.7931,0.82558,0.7541
Turma 2,10 Fold,Chi2 Top 10,kNN,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,Chi2 Top 10,Naive Bayes,0.8125,0.86667,0.88372,0.83871
Turma 2,10 Fold,Chi2 Top 10,SVM,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Chi2 Top 10,Gradient Boosting,0.75,0.85714,0.86047,0.8
Turma 2,10 Fold,Chi2 Top 10,AdaBoost,0.6875,0.81481,0.82558,0.74576
Turma 2,10 Fold,Chi2 Top 10,Logistic Regression,0.875,0.84848,0.89535,0.86154
Turma 2,10 Fold,Chi2 Top 5,Neural Network,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Chi2 Top 5,Random Forest,0.8125,0.83871,0.87209,0.8254
Turma 2,10 Fold,Chi2 Top 5,Tree,0.71875,0.82143,0.83721,0.76667
Turma 2,10 Fold,Chi2 Top 5,kNN,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,Chi2 Top 5,Naive Bayes,0.8125,0.83871,0.87209,0.8254
Turma 2,10 Fold,Chi2 Top 5,SVM,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,Chi2 Top 5,Gradient Boosting,0.78125,0.86207,0.87209,0.81967
Turma 2,10 Fold,Chi2 Top 5,AdaBoost,0.71875,0.85185,0.84884,0.77966
Turma 2,10 Fold,Chi2 Top 5,Logistic Regression,0.90625,0.87879,0.9186,0.89231
Turma 2,10 Fold,ANOVA Top 5,Neural Network,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,ANOVA Top 5,Random Forest,0.90625,0.85294,0.90698,0.87879
Turma 2,10 Fold,ANOVA Top 5,Tree,0.71875,0.82143,0.83721,0.76667
Turma 2,10 Fold,ANOVA Top 5,kNN,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,ANOVA Top 5,Naive Bayes,0.8125,0.83871,0.87209,0.8254
Turma 2,10 Fold,ANOVA Top 5,SVM,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,ANOVA Top 5,Gradient Boosting,0.78125,0.86207,0.87209,0.81967
Turma 2,10 Fold,ANOVA Top 5,AdaBoost,0.6875,0.84615,0.83721,0.75862
Turma 2,10 Fold,ANOVA Top 5,Logistic Regression,0.90625,0.87879,0.9186,0.89231
Turma 2,10 Fold,Gain ratio Top 5,Neural Network,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Gain ratio Top 5,Random Forest,0.90625,0.90625,0.93023,0.90625
Turma 2,10 Fold,Gain ratio Top 5,Tree,0.78125,0.83333,0.86047,0.80645
Turma 2,10 Fold,Gain ratio Top 5,kNN,0.84375,0.87097,0.89535,0.85714
