dataset,ratio_evaluation,evaluation_method,feature_selection,learner,accuracy,f1_score,precision,recall,top 1,top 2,top 3,top 4,top 5,top 6,top 7,top 8,top 9,top 10
turma_1,0.25,xvalidation (k=10),raw,tree,0.8097560975609757,0.5760869565217391,0.6309523809523809,0.53,,,,,,,,,,
turma_1,0.25,xvalidation (k=10),raw,naive_bayes,0.8365853658536585,0.7265306122448979,0.6137931034482759,0.89,,,,,,,,,,
turma_1,0.25,xvalidation (k=10),raw,logistic_regression,0.8121951219512196,0.5837837837837837,0.6352941176470588,0.54,,,,,,,,,,
turma_1,0.25,xvalidation (k=10),raw,neural_network,0.8097560975609757,0.5806451612903226,0.627906976744186,0.54,,,,,,,,,,
turma_1,0.25,xvalidation (k=10),raw,gradient_boosting,0.8048780487804879,0.5555555555555556,0.625,0.5,,,,,,,,,,
turma_1,0.25,xvalidation (k=10),raw,svm,0.7731707317073171,0.39215686274509803,0.5660377358490566,0.3,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,random_forest,0.83,0.62953995157385,0.6951871657754011,0.5752212389380531,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,knn,0.8144444444444444,0.5835411471321696,0.6842105263157895,0.508695652173913,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,tree,0.8255555555555556,0.6549450549450548,0.6772727272727272,0.6340425531914894,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,naive_bayes,0.8222222222222222,0.712230215827338,0.6036585365853658,0.868421052631579,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,logistic_regression,0.8388888888888889,0.6310432569974554,0.6927374301675978,0.5794392523364486,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,neural_network,0.8555555555555555,0.6904761904761904,0.6839622641509434,0.6971153846153846,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,gradient_boosting,0.8411111111111111,0.6635294117647059,0.6467889908256881,0.6811594202898551,,,,,,,,,,
turma_1,0.25,"random (n=10, test=20%)",raw,svm,0.8222222222222222,0.5151515151515152,0.6538461538461539,0.425,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,random_forest,0.7846153846153846,0.5483870967741935,0.53125,0.5666666666666667,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,knn,0.7307692307692307,0.5205479452054794,0.4418604651162791,0.6333333333333333,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,tree,0.7538461538461538,0.5,0.47058823529411764,0.5333333333333333,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,naive_bayes,0.6692307692307692,0.49411764705882355,0.38181818181818183,0.7,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,logistic_regression,0.7307692307692307,0.5333333333333333,0.4444444444444444,0.6666666666666666,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,neural_network,0.7461538461538462,0.56,0.4666666666666667,0.7,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,gradient_boosting,0.7461538461538462,0.47619047619047616,0.45454545454545453,0.5,,,,,,,,,,
turma_1,0.25,holdout (33/67),raw,svm,0.7384615384615385,0.5405405405405405,0.45454545454545453,0.6666666666666666,,,,,,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),random_forest,0.9593023255813954,0.9457364341085271,0.9384615384615385,0.953125,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),knn,0.9767441860465116,0.96875,0.96875,0.96875,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),tree,0.9534883720930233,0.9375,0.9375,0.9375,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),naive_bayes,0.872093023255814,0.8307692307692308,0.8181818181818182,0.84375,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),logistic_regression,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),neural_network,0.9720930232558139,0.9634146341463415,0.9404761904761905,0.9875,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),gradient_boosting,0.9534883720930233,0.9375,0.9375,0.9375,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (5),svm,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),random_forest,0.9594444444444444,0.9450714823175318,0.9429429429429429,0.947209653092006,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),knn,0.9766666666666667,0.9688888888888889,0.961764705882353,0.9761194029850746,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),tree,0.9466666666666667,0.9329608938547486,0.939521800281294,0.926490984743412,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),naive_bayes,0.8933333333333333,0.8527607361963191,0.8825396825396825,0.8249258160237388,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),logistic_regression,0.9688888888888889,0.9576399394856279,0.9620060790273556,0.9533132530120482,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),neural_network,0.9761111111111112,0.9685442574981712,0.9443651925820257,0.993993993993994,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),gradient_boosting,0.945,0.9275786393562545,0.9434523809523809,0.9122302158273381,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",anova (5),svm,0.97,0.961038961038961,0.9446808510638298,0.9779735682819384,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),random_forest,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),knn,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),neural_network,0.9321428571428572,0.8950276243093923,1.0,0.81,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),anova (5),svm,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),anova (10),random_forest,0.9569767441860465,0.9419152276295134,0.9463722397476341,0.9375,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),tree,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),naive_bayes,0.9418604651162791,0.927536231884058,0.8648648648648649,1.0,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),logistic_regression,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),neural_network,0.9767441860465116,0.9696969696969697,0.9411764705882353,1.0,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),gradient_boosting,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,xvalidation (k=10),anova (10),svm,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),random_forest,0.9583333333333334,0.9434815373021854,0.9586523736600306,0.9287833827893175,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),knn,0.9666666666666667,0.9550898203592815,0.9725609756097561,0.9382352941176471,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),tree,0.9394444444444444,0.9139700078926598,0.9249201277955271,0.9032761310452418,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),naive_bayes,0.935,0.9192546583850931,0.8549422336328626,0.9940298507462687,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),logistic_regression,0.9544444444444444,0.9407514450867053,0.9366906474820144,0.9448476052249637,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),neural_network,0.9727777777777777,0.9658536585365853,0.9339622641509434,1.0,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),gradient_boosting,0.9455555555555556,0.9237947122861586,0.9413629160063391,0.9068702290076336,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,"random (n=10, test=20%)",anova (10),svm,0.9777777777777777,0.9710982658959538,0.9491525423728814,0.9940828402366864,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,activities_complete_below_average
turma_2,1.0,holdout (33/67),anova (10),random_forest,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),knn,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),neural_network,0.9464285714285714,0.9189189189189189,1.0,0.85,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,holdout (33/67),anova (10),svm,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_mean,grades_between_7_5_10,attendance_below_mean
turma_2,1.0,xvalidation (k=10),chi2 (5),random_forest,0.9593023255813954,0.945226917057903,0.9467084639498433,0.94375,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),tree,0.9302325581395349,0.90625,0.90625,0.90625,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),naive_bayes,0.872093023255814,0.8405797101449275,0.7837837837837838,0.90625,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),logistic_regression,0.9534883720930233,0.9375,0.9375,0.9375,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),neural_network,0.9790697674418605,0.9723926380368098,0.9548192771084337,0.990625,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),gradient_boosting,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (5),svm,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),random_forest,0.9661111111111111,0.9543754674644728,0.9622926093514329,0.9465875370919882,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),knn,0.97,0.9593984962406015,0.9785276073619632,0.9410029498525073,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),tree,0.9372222222222222,0.9158600148920327,0.9124629080118695,0.9192825112107623,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),naive_bayes,0.9072222222222223,0.8831350594821553,0.8291721419185283,0.9446107784431138,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),logistic_regression,0.9594444444444444,0.9496204278812974,0.9347826086956522,0.9649368863955119,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),neural_network,0.9738888888888889,0.966595593461265,0.9405255878284924,0.9941520467836257,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),gradient_boosting,0.9627777777777777,0.9506263817243921,0.9402332361516035,0.9612518628912071,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,"random (n=10, test=20%)",chi2 (5),svm,0.965,0.9513513513513513,0.967032967032967,0.9361702127659575,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),random_forest,0.9,0.8372093023255813,1.0,0.72,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),knn,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),neural_network,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,holdout (33/67),chi2 (5),svm,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,,,,,
turma_2,1.0,xvalidation (k=10),chi2 (10),random_forest,0.958139534883721,0.9433962264150944,0.9493670886075949,0.9375,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),tree,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),naive_bayes,0.9418604651162791,0.927536231884058,0.8648648648648649,1.0,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),logistic_regression,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),neural_network,0.9767441860465116,0.9696969696969697,0.9411764705882353,1.0,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),gradient_boosting,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,xvalidation (k=10),chi2 (10),svm,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),random_forest,0.9611111111111111,0.9461538461538462,0.9418070444104135,0.9505409582689336,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),knn,0.9683333333333334,0.9577464788732394,0.96996996996997,0.9458272327964861,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),tree,0.9288888888888889,0.896774193548387,0.9114754098360656,0.8825396825396825,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),naive_bayes,0.9427777777777778,0.9295967190704033,0.8695652173913043,0.9985315712187959,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),logistic_regression,0.9677777777777777,0.9590973201692523,0.9457579972183588,0.9728183118741058,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),neural_network,0.9766666666666667,0.9682299546142209,0.9384164222873901,1.0,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),gradient_boosting,0.9461111111111111,0.9253271747498075,0.9390625,0.9119878603945372,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,"random (n=10, test=20%)",chi2 (10),svm,0.98,0.9734513274336283,0.9523809523809523,0.995475113122172,grades_average,grades_between_0_2_5,grades_below_mean,grades_between_7_5_10,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete
turma_2,1.0,holdout (33/67),chi2 (10),random_forest,0.9035714285714286,0.8439306358381503,1.0,0.73,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10,grades_below_mean,activities_complete_below_average
turma_2,1.0,holdout (33/67),chi2 (10),knn,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,grades_between_0_2_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10,grades_below_mean,activities_complete_below_average
