name,classification,grades_average,grades_between_0_2_5,grades_between_2_5_5,grades_between_5_7_5,grades_between_7_5_10,grades_below_5,grades_below_mean,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_complete_below_average,activities_incomplete,activities_incomplete_below_average,attendance_below_mean,missing,partial_presence,amount_sequencial_missing,sequencial_missing_1
Aluno 2,negative,0.6599999999999999,90.0,10.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,27.77777777777778,11.11111111111111,16.666666666666664,0,2
Aluno 20,positive,2.0,80.0,0.0,0.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,5.555555555555555,0.0,5.555555555555555,0,0
Aluno 21,negative,5.66,40.0,0.0,0.0,60.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0,0
Aluno 22,negative,6.11,30.0,0.0,30.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,11.11111111111111,5.555555555555555,5.555555555555555,0,1
Aluno 23,negative,4.7299999999999995,50.0,0.0,10.0,40.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,0,0
Aluno 24,negative,2.19,70.0,0.0,20.0,10.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,11.11111111111111,5.555555555555555,5.555555555555555,0,1
Aluno 25,negative,5.529999999999999,40.0,0.0,10.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0,0
Aluno 26,negative,5.64,40.0,0.0,0.0,60.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.555555555555555,0.0,5.555555555555555,0,0
Aluno 27,negative,5.51,40.0,0.0,10.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.555555555555555,5.555555555555555,0.0,0,1
Aluno 28,negative,5.71,40.0,0.0,0.0,60.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0,0
Aluno 29,negative,0.33999999999999997,90.0,10.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,90.0,40.0,5.555555555555555,0.0,5.555555555555555,0,0
Aluno 3,negative,1.23,80.0,10.0,0.0,10.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,0,0
Aluno 30,positive,1.0,90.0,0.0,0.0,10.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,90.0,40.0,16.666666666666664,5.555555555555555,11.11111111111111,0,1
Aluno 31,negative,6.58,30.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,16.666666666666664,0.0,16.666666666666664,0,0
Aluno 32,negative,2.23,70.0,10.0,0.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,11.11111111111111,0.0,11.11111111111111,0,0
Aluno 33,negative,6.65,30.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,0.0,0.0,0.0,0,0
Aluno 34,negative,3.25,60.0,0.0,20.0,20.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,5.555555555555555,5.555555555555555,0.0,0,1
Aluno 35,positive,2.0,80.0,0.0,0.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,5.555555555555555,0.0,5.555555555555555,0,0
Aluno 36,negative,5.21,40.0,0.0,20.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,22.22222222222222,11.11111111111111,11.11111111111111,0,2
Aluno 37,negative,6.4799999999999995,30.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,5.555555555555555,0.0,5.555555555555555,0,0
Aluno 38,negative,5.84,40.0,0.0,0.0,60.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0,0
Aluno 39,negative,3.84,60.0,0.0,0.0,40.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,16.666666666666664,16.666666666666664,0.0,0,3
Aluno 4,negative,6.4799999999999995,30.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,11.11111111111111,5.555555555555555,5.555555555555555,0,1
Aluno 40,positive,0.0,100.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,77.77777777777779,38.88888888888889,38.88888888888889,0,7
Aluno 41,negative,6.659999999999999,30.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,5.555555555555555,5.555555555555555,0.0,0,1
Aluno 5,negative,5.529999999999999,40.0,0.0,10.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0,0
Aluno 6,negative,0.4,90.0,10.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,90.0,40.0,16.666666666666664,11.11111111111111,5.555555555555555,0,2
Aluno 7,negative,2.4,70.0,10.0,0.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,38.88888888888889,5.555555555555555,33.33333333333333,0,1
Aluno 8,positive,4.57,50.0,0.0,10.0,40.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,11.11111111111111,0.0,11.11111111111111,0,0
Aluno 9,positive,1.0,90.0,0.0,0.0,10.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,90.0,40.0,11.11111111111111,0.0,11.11111111111111,0,0
